OrderID,CustomerID,StoreID,OrderDate,OrderStatus,PaymentID
ORD0002141,CUST00040,STORE0005,2026-01-13,Completed,PAY0002141
ORD0002343,CUST00051,STORE0016,2026-01-13,Completed,PAY0002343
ORD0002360,CUST00144,STORE0016,2026-01-13,Completed,PAY0002360
ORD0002389,CUST00137,STORE0006,2026-01-13,Completed,PAY0002389
ORD0002503,CUST00011,STORE0009,2026-01-13,Completed,PAY0002503
ORD0002656,CUST00114,STORE0001,2026-01-13,Completed,PAY0002656
ORD0003025,CUST00146,STORE0009,2026-01-13,Completed,PAY0003025
ORD0003276,CUST00001,STORE0009,2026-01-13,Completed,PAY0003276
ORD0003591,CUST00015,STORE0012,2026-01-13,Completed,PAY0003591
ORD0003815,CUST00115,STORE0002,2026-01-13,Completed,PAY0003815
ORD0000048,CUST00025,STORE0005,2026-01-14,Completed,PAY0000048
ORD0000152,CUST00022,STORE0003,2026-01-14,Completed,PAY0000152
ORD0000708,CUST00127,STORE0018,2026-01-14,Completed,PAY0000708
ORD0000837,CUST00145,STORE0003,2026-01-14,Completed,PAY0000837
ORD0001020,CUST00009,STORE0012,2026-01-14,Completed,PAY0001020
ORD0001259,CUST00019,STORE0017,2026-01-14,Cancelled,PAY0001259
ORD0001282,CUST00035,STORE0016,2026-01-14,Completed,PAY0001282
ORD0002061,CUST00089,STORE0002,2026-01-14,Completed,PAY0002061
ORD0002584,CUST00131,STORE0011,2026-01-14,Completed,PAY0002584
ORD0002777,CUST00027,STORE0018,2026-01-14,Completed,PAY0002777
ORD0002819,CUST00127,STORE0003,2026-01-14,Cancelled,PAY0002819
ORD0002925,CUST00132,STORE0017,2026-01-14,Completed,PAY0002925
ORD0003024,CUST00010,STORE0002,2026-01-14,Completed,PAY0003024
ORD0003441,CUST00064,STORE0008,2026-01-14,Completed,PAY0003441
ORD0000028,CUST00046,STORE0008,2026-01-15,Completed,PAY0000028
ORD0000100,CUST00077,STORE0004,2026-01-15,Completed,PAY0000100
ORD0000257,CUST00051,STORE0006,2026-01-15,Completed,PAY0000257
ORD0000430,CUST00096,STORE0007,2026-01-15,Completed,PAY0000430
ORD0000665,CUST00114,STORE0002,2026-01-15,Completed,PAY0000665
ORD0000668,CUST00044,STORE0015,2026-01-15,Completed,PAY0000668
ORD0001024,CUST00002,STORE0005,2026-01-15,Completed,PAY0001024
ORD0001407,CUST00146,STORE0010,2026-01-15,Completed,PAY0001407
ORD0001611,CUST00096,STORE0001,2026-01-15,Completed,PAY0001611
ORD0001816,CUST00144,STORE0004,2026-01-15,Completed,PAY0001816
ORD0001840,CUST00018,STORE0001,2026-01-15,Completed,PAY0001840
ORD0002254,CUST00006,STORE0014,2026-01-15,Completed,PAY0002254
ORD0002271,CUST00132,STORE0012,2026-01-15,Completed,PAY0002271
ORD0002917,CUST00126,STORE0008,2026-01-15,Completed,PAY0002917
ORD0002941,CUST00045,STORE0016,2026-01-15,Completed,PAY0002941
ORD0003124,CUST00122,STORE0016,2026-01-15,Cancelled,PAY0003124
ORD0003681,CUST00057,STORE0005,2026-01-15,Completed,PAY0003681
ORD0004020,CUST00119,STORE0015,2026-01-15,Completed,PAY0004020
ORD0004060,CUST00125,STORE0015,2026-01-15,Completed,PAY0004060
ORD0000170,CUST00057,STORE0009,2026-01-16,Completed,PAY0000170
ORD0000287,CUST00150,STORE0006,2026-01-16,Completed,PAY0000287
ORD0000643,CUST00091,STORE0015,2026-01-16,Completed,PAY0000643
ORD0000674,CUST00080,STORE0001,2026-01-16,Completed,PAY0000674
ORD0000742,CUST00085,STORE0004,2026-01-16,Completed,PAY0000742
ORD0000841,CUST00066,STORE0001,2026-01-16,Completed,PAY0000841
ORD0001328,CUST00123,STORE0004,2026-01-16,Completed,PAY0001328
ORD0001420,CUST00114,STORE0012,2026-01-16,Completed,PAY0001420
ORD0001670,CUST00110,STORE0009,2026-01-16,Completed,PAY0001670
ORD0001919,CUST00104,STORE0002,2026-01-16,Completed,PAY0001919
ORD0001974,CUST00042,STORE0009,2026-01-16,Completed,PAY0001974
ORD0002054,CUST00018,STORE0009,2026-01-16,Completed,PAY0002054
ORD0002526,CUST00113,STORE0007,2026-01-16,Completed,PAY0002526
ORD0002626,CUST00062,STORE0016,2026-01-16,Completed,PAY0002626
ORD0003064,CUST00027,STORE0007,2026-01-16,Completed,PAY0003064
ORD0003570,CUST00110,STORE0009,2026-01-16,Completed,PAY0003570
ORD0003586,CUST00035,STORE0012,2026-01-16,Completed,PAY0003586
ORD0003648,CUST00002,STORE0011,2026-01-16,Completed,PAY0003648
ORD0003818,CUST00094,STORE0009,2026-01-16,Completed,PAY0003818
ORD0003913,CUST00064,STORE0013,2026-01-16,Completed,PAY0003913
ORD0003958,CUST00106,STORE0009,2026-01-16,Completed,PAY0003958
ORD0004047,CUST00132,STORE0014,2026-01-16,Completed,PAY0004047
ORD0000359,CUST00081,STORE0017,2026-01-17,Completed,PAY0000359
ORD0000402,CUST00101,STORE0004,2026-01-17,Completed,PAY0000402
ORD0000533,CUST00057,STORE0018,2026-01-17,Cancelled,PAY0000533
ORD0000656,CUST00037,STORE0010,2026-01-17,Completed,PAY0000656
ORD0000757,CUST00140,STORE0008,2026-01-17,Cancelled,PAY0000757
ORD0001323,CUST00018,STORE0008,2026-01-17,Completed,PAY0001323
ORD0001623,CUST00125,STORE0007,2026-01-17,Completed,PAY0001623
ORD0001639,CUST00089,STORE0009,2026-01-17,Completed,PAY0001639
ORD0002306,CUST00140,STORE0009,2026-01-17,Completed,PAY0002306
ORD0002469,CUST00071,STORE0005,2026-01-17,Completed,PAY0002469
ORD0002887,CUST00017,STORE0006,2026-01-17,Completed,PAY0002887
ORD0003019,CUST00079,STORE0008,2026-01-17,Completed,PAY0003019
ORD0003396,CUST00010,STORE0014,2026-01-17,Completed,PAY0003396
ORD0003552,CUST00043,STORE0008,2026-01-17,Completed,PAY0003552
ORD0003577,CUST00017,STORE0010,2026-01-17,Completed,PAY0003577
ORD0003604,CUST00145,STORE0005,2026-01-17,Completed,PAY0003604
ORD0003886,CUST00090,STORE0008,2026-01-17,Completed,PAY0003886
ORD0000092,CUST00098,STORE0006,2026-01-18,Completed,PAY0000092
ORD0000315,CUST00073,STORE0007,2026-01-18,Cancelled,PAY0000315
ORD0000365,CUST00009,STORE0006,2026-01-18,Completed,PAY0000365
ORD0000459,CUST00004,STORE0014,2026-01-18,Completed,PAY0000459
ORD0000781,CUST00148,STORE0018,2026-01-18,Completed,PAY0000781
ORD0001021,CUST00143,STORE0016,2026-01-18,Completed,PAY0001021
ORD0001133,CUST00039,STORE0015,2026-01-18,Completed,PAY0001133
ORD0001189,CUST00033,STORE0007,2026-01-18,Cancelled,PAY0001189
ORD0001252,CUST00008,STORE0013,2026-01-18,Completed,PAY0001252
ORD0001310,CUST00035,STORE0002,2026-01-18,Completed,PAY0001310
ORD0001367,CUST00132,STORE0003,2026-01-18,Completed,PAY0001367
ORD0001487,CUST00088,STORE0006,2026-01-18,Completed,PAY0001487
ORD0001645,CUST00045,STORE0016,2026-01-18,Completed,PAY0001645
ORD0002502,CUST00126,STORE0008,2026-01-18,Completed,PAY0002502
ORD0002595,CUST00006,STORE0002,2026-01-18,Completed,PAY0002595
ORD0003280,CUST00105,STORE0012,2026-01-18,Completed,PAY0003280
ORD0003364,CUST00022,STORE0008,2026-01-18,Completed,PAY0003364
ORD0003718,CUST00072,STORE0016,2026-01-18,Completed,PAY0003718
ORD0003848,CUST00073,STORE0011,2026-01-18,Cancelled,PAY0003848
ORD0004045,CUST00145,STORE0014,2026-01-18,Completed,PAY0004045
ORD0000076,CUST00094,STORE0014,2026-01-19,Completed,PAY0000076
ORD0000277,CUST00109,STORE0015,2026-01-19,Completed,PAY0000277
ORD0000312,CUST00068,STORE0007,2026-01-19,Completed,PAY0000312
ORD0000400,CUST00130,STORE0003,2026-01-19,Completed,PAY0000400
ORD0000424,CUST00143,STORE0015,2026-01-19,Completed,PAY0000424
ORD0000454,CUST00131,STORE0017,2026-01-19,Completed,PAY0000454
ORD0000587,CUST00112,STORE0016,2026-01-19,Completed,PAY0000587
ORD0000679,CUST00101,STORE0009,2026-01-19,Completed,PAY0000679
ORD0001029,CUST00110,STORE0013,2026-01-19,Completed,PAY0001029
ORD0001083,CUST00004,STORE0006,2026-01-19,Completed,PAY0001083
ORD0001293,CUST00101,STORE0015,2026-01-19,Completed,PAY0001293
ORD0001435,CUST00133,STORE0004,2026-01-19,Completed,PAY0001435
ORD0001460,CUST00089,STORE0001,2026-01-19,Completed,PAY0001460
ORD0001716,CUST00133,STORE0016,2026-01-19,Completed,PAY0001716
ORD0002099,CUST00096,STORE0008,2026-01-19,Completed,PAY0002099
ORD0002431,CUST00079,STORE0014,2026-01-19,Completed,PAY0002431
ORD0002504,CUST00021,STORE0006,2026-01-19,Completed,PAY0002504
ORD0002585,CUST00080,STORE0009,2026-01-19,Completed,PAY0002585
ORD0002745,CUST00069,STORE0015,2026-01-19,Completed,PAY0002745
ORD0002969,CUST00053,STORE0012,2026-01-19,Completed,PAY0002969
ORD0002988,CUST00147,STORE0007,2026-01-19,Completed,PAY0002988
ORD0003618,CUST00031,STORE0018,2026-01-19,Cancelled,PAY0003618
ORD0003820,CUST00134,STORE0014,2026-01-19,Completed,PAY0003820
ORD0004018,CUST00022,STORE0003,2026-01-19,Completed,PAY0004018
ORD0004027,CUST00047,STORE0008,2026-01-19,Completed,PAY0004027
ORD0004058,CUST00097,STORE0014,2026-01-19,Completed,PAY0004058
ORD0000116,CUST00007,STORE0001,2026-01-20,Completed,PAY0000116
ORD0000515,CUST00045,STORE0012,2026-01-20,Completed,PAY0000515
ORD0000550,CUST00149,STORE0003,2026-01-20,Completed,PAY0000550
ORD0000580,CUST00102,STORE0001,2026-01-20,Completed,PAY0000580
ORD0001056,CUST00085,STORE0003,2026-01-20,Completed,PAY0001056
ORD0001080,CUST00054,STORE0008,2026-01-20,Completed,PAY0001080
ORD0001153,CUST00147,STORE0017,2026-01-20,Completed,PAY0001153
ORD0001217,CUST00036,STORE0006,2026-01-20,Completed,PAY0001217
ORD0001366,CUST00002,STORE0013,2026-01-20,Completed,PAY0001366
ORD0001552,CUST00078,STORE0009,2026-01-20,Completed,PAY0001552
ORD0001666,CUST00031,STORE0010,2026-01-20,Completed,PAY0001666
ORD0002023,CUST00090,STORE0010,2026-01-20,Completed,PAY0002023
ORD0002081,CUST00129,STORE0002,2026-01-20,Completed,PAY0002081
ORD0002241,CUST00028,STORE0011,2026-01-20,Completed,PAY0002241
ORD0002768,CUST00092,STORE0015,2026-01-20,Completed,PAY0002768
ORD0002860,CUST00130,STORE0011,2026-01-20,Cancelled,PAY0002860
ORD0002916,CUST00101,STORE0006,2026-01-20,Completed,PAY0002916
ORD0003556,CUST00091,STORE0006,2026-01-20,Completed,PAY0003556
ORD0003959,CUST00069,STORE0017,2026-01-20,Completed,PAY0003959
ORD0004124,CUST00086,STORE0007,2026-01-20,Cancelled,PAY0004124
ORD0000213,CUST00029,STORE0017,2026-01-21,Completed,PAY0000213
ORD0000711,CUST00082,STORE0004,2026-01-21,Completed,PAY0000711
ORD0000748,CUST00102,STORE0017,2026-01-21,Completed,PAY0000748
ORD0000787,CUST00037,STORE0008,2026-01-21,Completed,PAY0000787
ORD0000970,CUST00088,STORE0014,2026-01-21,Completed,PAY0000970
ORD0001018,CUST00099,STORE0018,2026-01-21,Completed,PAY0001018
ORD0001054,CUST00115,STORE0012,2026-01-21,Completed,PAY0001054
ORD0001168,CUST00118,STORE0012,2026-01-21,Completed,PAY0001168
ORD0001179,CUST00125,STORE0009,2026-01-21,Completed,PAY0001179
ORD0001205,CUST00064,STORE0018,2026-01-21,Completed,PAY0001205
ORD0001308,CUST00148,STORE0012,2026-01-21,Completed,PAY0001308
ORD0001585,CUST00042,STORE0003,2026-01-21,Completed,PAY0001585
ORD0001801,CUST00005,STORE0014,2026-01-21,Completed,PAY0001801
ORD0001804,CUST00013,STORE0002,2026-01-21,Completed,PAY0001804
ORD0002123,CUST00075,STORE0016,2026-01-21,Cancelled,PAY0002123
ORD0002742,CUST00146,STORE0011,2026-01-21,Completed,PAY0002742
ORD0003111,CUST00046,STORE0009,2026-01-21,Completed,PAY0003111
ORD0003123,CUST00080,STORE0016,2026-01-21,Completed,PAY0003123
ORD0003215,CUST00001,STORE0016,2026-01-21,Completed,PAY0003215
ORD0003672,CUST00129,STORE0010,2026-01-21,Completed,PAY0003672
ORD0003868,CUST00030,STORE0009,2026-01-21,Completed,PAY0003868
ORD0003973,CUST00097,STORE0005,2026-01-21,Completed,PAY0003973
ORD0004055,CUST00035,STORE0015,2026-01-21,Completed,PAY0004055
ORD0004143,CUST00138,STORE0004,2026-01-21,Completed,PAY0004143
ORD0000672,CUST00134,STORE0008,2026-01-22,Completed,PAY0000672
