OrderItemID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineAmount
ITEM00000032,ORD0001984,PROD00096,3,8593.11,0.15,21912.43
ITEM00000033,ORD0000200,PROD00043,1,1033.45,0.05,981.78
ITEM00000034,ORD0001489,PROD00049,1,36803.75,0.05,34963.56
ITEM00000035,ORD0003460,PROD00071,3,10168.48,0.05,28980.17
ITEM00000036,ORD0003387,PROD00086,3,7222.29,0.1,19500.18
ITEM00000037,ORD0003817,PROD00068,5,27586.06,0.15,117240.76
ITEM00000038,ORD0003104,PROD00046,3,17992.73,0.0,53978.19
ITEM00000039,ORD0002351,PROD00018,5,18573.59,0.0,92867.95
ITEM00000040,ORD0002206,PROD00032,1,21985.37,0.0,21985.37
ITEM00000041,ORD0003990,PROD00095,1,2383.13,0.0,2383.13
ITEM00000042,ORD0001078,PROD00096,3,8593.11,0.0,25779.33
ITEM00000043,ORD0000380,PROD00036,5,25163.54,0.1,113235.93
ITEM00000044,ORD0003555,PROD00075,4,21538.55,0.15,73231.07
ITEM00000045,ORD0003863,PROD00035,3,29473.68,0.0,88421.04
ITEM00000046,ORD0002053,PROD00045,1,24509.37,0.1,22058.43
ITEM00000047,ORD0003126,PROD00016,1,39122.87,0.0,39122.87
ITEM00000048,ORD0000724,PROD00027,1,6847.94,0.1,6163.15
ITEM00000049,ORD0001597,PROD00097,2,31284.13,0.0,62568.26
ITEM00000050,ORD0002485,PROD00026,5,20955.68,0.1,94300.56
ITEM00000051,ORD0003320,PROD00076,1,8213.19,0.05,7802.53
ITEM00000052,ORD0003678,PROD00006,4,6374.03,0.0,25496.12
ITEM00000053,ORD0000885,PROD00043,1,1033.45,0.05,981.78
ITEM00000054,ORD0002407,PROD00053,3,32924.49,0.0,98773.47
ITEM00000055,ORD0001758,PROD00077,1,4512.83,0.05,4287.19
ITEM00000056,ORD0001392,PROD00072,1,4790.71,0.05,4551.17
ITEM00000057,ORD0000858,PROD00040,5,26930.85,0.1,121188.82
ITEM00000058,ORD0001180,PROD00051,2,26642.17,0.0,53284.34
ITEM00000059,ORD0000101,PROD00006,5,6374.03,0.0,31870.15
ITEM00000060,ORD0003606,PROD00099,2,1583.05,0.0,3166.1
ITEM00000061,ORD0000546,PROD00001,3,24639.04,0.05,70221.26
ITEM00000062,ORD0000777,PROD00081,2,11731.11,0.1,21116.0
ITEM00000063,ORD0001392,PROD00001,3,24639.04,0.05,70221.26
ITEM00000064,ORD0002569,PROD00023,5,10927.01,0.05,51903.3
ITEM00000065,ORD0003711,PROD00086,4,7222.29,0.0,28889.16
ITEM00000066,ORD0002348,PROD00064,4,22156.12,0.05,84193.26
ITEM00000067,ORD0000539,PROD00046,5,17992.73,0.0,89963.65
ITEM00000068,ORD0003027,PROD00028,3,3343.12,0.05,9527.89
ITEM00000069,ORD0001977,PROD00039,4,5270.61,0.0,21082.44
ITEM00000070,ORD0003311,PROD00040,2,26930.85,0.1,48475.53
ITEM00000071,ORD0000382,PROD00034,2,6989.97,0.0,13979.94
ITEM00000072,ORD0002525,PROD00085,1,30956.16,0.1,27860.54
ITEM00000073,ORD0000889,PROD00094,1,30366.64,0.0,30366.64
ITEM00000074,ORD0000366,PROD00034,2,6989.97,0.05,13280.94
ITEM00000075,ORD0003928,PROD00094,2,30366.64,0.05,57696.62
ITEM00000076,ORD0001612,PROD00041,4,31482.01,0.05,119631.64
ITEM00000077,ORD0001598,PROD00094,3,30366.64,0.0,91099.92
ITEM00000078,ORD0004195,PROD00013,2,12889.42,0.15,21912.01
ITEM00000079,ORD0001138,PROD00090,5,24075.28,0.15,102319.94
ITEM00000080,ORD0001938,PROD00047,4,19432.07,0.05,73841.87
ITEM00000081,ORD0000010,PROD00015,5,16977.12,0.0,84885.6
ITEM00000082,ORD0002248,PROD00096,2,8593.11,0.0,17186.22
ITEM00000083,ORD0000033,PROD00033,4,14237.63,0.05,54102.99
ITEM00000084,ORD0000626,PROD00051,1,26642.17,0.0,26642.17
ITEM00000085,ORD0002724,PROD00004,2,14185.5,0.05,26952.45
ITEM00000086,ORD0002147,PROD00079,4,28032.28,0.15,95309.75
ITEM00000087,ORD0000432,PROD00067,2,9721.17,0.0,19442.34
ITEM00000088,ORD0003654,PROD00017,5,1380.2,0.0,6901.0
ITEM00000089,ORD0003099,PROD00083,2,996.44,0.05,1893.24
ITEM00000090,ORD0002629,PROD00054,5,36912.87,0.0,184564.35
ITEM00000091,ORD0001289,PROD00080,2,1983.77,0.15,3372.41
ITEM00000092,ORD0001391,PROD00045,5,24509.37,0.05,116419.51
ITEM00000093,ORD0002278,PROD00047,5,19432.07,0.0,97160.35
ITEM00000094,ORD0004074,PROD00059,1,12601.2,0.0,12601.2
ITEM00000095,ORD0000931,PROD00062,5,15772.0,0.0,78860.0
ITEM00000096,ORD0003397,PROD00021,4,22045.15,0.2,70544.48
ITEM00000097,ORD0000807,PROD00079,2,28032.28,0.1,50458.1
ITEM00000098,ORD0001890,PROD00079,4,28032.28,0.0,112129.12
ITEM00000099,ORD0002911,PROD00020,4,36266.39,0.1,130559.0
ITEM00000100,ORD0002186,PROD00014,1,32042.32,0.15,27235.97
ITEM00000101,ORD0003143,PROD00003,4,4841.6,0.0,19366.4
ITEM00000102,ORD0003976,PROD00055,1,23334.75,0.0,23334.75
ITEM00000103,ORD0003920,PROD00009,1,28460.8,0.05,27037.76
ITEM00000104,ORD0003715,PROD00045,3,24509.37,0.0,73528.11
ITEM00000105,ORD0001709,PROD00068,3,27586.06,0.05,78620.27
ITEM00000106,ORD0002174,PROD00067,2,9721.17,0.1,17498.11
ITEM00000107,ORD0000317,PROD00020,4,36266.39,0.0,145065.56
ITEM00000108,ORD0001444,PROD00081,3,11731.11,0.05,33433.66
ITEM00000109,ORD0003851,PROD00030,5,31849.17,0.05,151283.56
ITEM00000110,ORD0002543,PROD00058,5,18182.64,0.0,90913.2
ITEM00000111,ORD0002784,PROD00068,3,27586.06,0.1,74482.36
ITEM00000112,ORD0001157,PROD00080,4,1983.77,0.05,7538.33
ITEM00000113,ORD0000966,PROD00084,4,33636.84,0.15,114365.26
ITEM00000114,ORD0000900,PROD00001,1,24639.04,0.0,24639.04
ITEM00000115,ORD0000055,PROD00019,3,21401.39,0.0,64204.17
ITEM00000116,ORD0000279,PROD00026,5,20955.68,0.0,104778.4
ITEM00000117,ORD0001790,PROD00017,3,1380.2,0.15,3519.51
ITEM00000118,ORD0002194,PROD00098,2,11569.88,0.0,23139.76
ITEM00000119,ORD0003066,PROD00071,3,10168.48,0.1,27454.9
ITEM00000120,ORD0000275,PROD00003,1,4841.6,0.0,4841.6
ITEM00000121,ORD0003481,PROD00095,1,2383.13,0.0,2383.13
ITEM00000122,ORD0001471,PROD00045,2,24509.37,0.05,46567.8
ITEM00000123,ORD0001079,PROD00062,3,15772.0,0.0,47316.0
ITEM00000124,ORD0000001,PROD00087,3,12584.23,0.1,33977.42
ITEM00000125,ORD0002528,PROD00031,1,27602.46,0.05,26222.34
ITEM00000126,ORD0002798,PROD00058,5,18182.64,0.05,86367.54
ITEM00000127,ORD0002628,PROD00016,1,39122.87,0.0,39122.87
ITEM00000128,ORD0001401,PROD00044,4,25709.47,0.05,97695.99
ITEM00000129,ORD0000560,PROD00020,5,36266.39,0.1,163198.76
ITEM00000130,ORD0001815,PROD00015,1,16977.12,0.15,14430.55
ITEM00000131,ORD0004089,PROD00065,5,15361.54,0.1,69126.93
ITEM00000132,ORD0000071,PROD00058,1,18182.64,0.05,17273.51
ITEM00000133,ORD0000678,PROD00024,4,21256.79,0.05,80775.8
ITEM00000134,ORD0000482,PROD00064,1,22156.12,0.05,21048.31
ITEM00000135,ORD0002234,PROD00080,1,1983.77,0.0,1983.77
ITEM00000136,ORD0001117,PROD00100,5,5870.04,0.0,29350.2
ITEM00000137,ORD0000961,PROD00035,3,29473.68,0.15,75157.88
ITEM00000138,ORD0000277,PROD00080,1,1983.77,0.0,1983.77
ITEM00000139,ORD0000424,PROD00037,3,10709.86,0.05,30523.1
ITEM00000140,ORD0000577,PROD00006,5,6374.03,0.15,27089.63
ITEM00000141,ORD0001790,PROD00003,2,4841.6,0.05,9199.04
ITEM00000142,ORD0001339,PROD00046,4,17992.73,0.05,68372.37
ITEM00000143,ORD0001516,PROD00028,4,3343.12,0.1,12035.23
ITEM00000144,ORD0003576,PROD00032,2,21985.37,0.2,35176.59
ITEM00000145,ORD0000797,PROD00068,1,27586.06,0.0,27586.06
ITEM00000146,ORD0000569,PROD00027,1,6847.94,0.1,6163.15
ITEM00000147,ORD0001788,PROD00096,1,8593.11,0.0,8593.11
ITEM00000148,ORD0002164,PROD00082,1,24230.95,0.15,20596.31
ITEM00000149,ORD0003898,PROD00058,5,18182.64,0.05,86367.54
ITEM00000150,ORD0001924,PROD00068,4,27586.06,0.1,99309.82
ITEM00000151,ORD0000367,PROD00044,1,25709.47,0.15,21853.05
ITEM00000152,ORD0000966,PROD00085,3,30956.16,0.0,92868.48
ITEM00000153,ORD0001483,PROD00080,1,1983.77,0.0,1983.77
ITEM00000154,ORD0001059,PROD00014,1,32042.32,0.15,27235.97
ITEM00000155,ORD0000957,PROD00019,3,21401.39,0.0,64204.17
ITEM00000156,ORD0002141,PROD00048,4,19471.18,0.0,77884.72
ITEM00000157,ORD0000573,PROD00019,3,21401.39,0.0,64204.17
ITEM00000158,ORD0000966,PROD00003,3,4841.6,0.05,13798.56
ITEM00000159,ORD0004122,PROD00016,4,39122.87,0.0,156491.48
ITEM00000160,ORD0002119,PROD00093,1,10532.57,0.0,10532.57
ITEM00000161,ORD0000383,PROD00067,2,9721.17,0.05,18470.22
ITEM00000162,ORD0003886,PROD00096,1,8593.11,0.2,6874.49
ITEM00000163,ORD0000939,PROD00016,4,39122.87,0.0,156491.48
ITEM00000164,ORD0001271,PROD00021,4,22045.15,0.1,79362.54
ITEM00000165,ORD0003873,PROD00023,3,10927.01,0.2,26224.82
ITEM00000166,ORD0000273,PROD00021,1,22045.15,0.0,22045.15
ITEM00000167,ORD0003528,PROD00004,5,14185.5,0.15,60288.38
ITEM00000168,ORD0002023,PROD00026,2,20955.68,0.0,41911.36
ITEM00000169,ORD0002558,PROD00092,3,22785.65,0.1,61521.26
ITEM00000170,ORD0000511,PROD00079,2,28032.28,0.0,56064.56
ITEM00000171,ORD0001264,PROD00062,5,15772.0,0.0,78860.0
ITEM00000172,ORD0001918,PROD00046,4,17992.73,0.15,61175.28
ITEM00000173,ORD0001339,PROD00057,5,31419.96,0.05,149244.81
ITEM00000174,ORD0003655,PROD00008,4,37921.27,0.05,144100.83
ITEM00000175,ORD0002618,PROD00096,4,8593.11,0.0,34372.44
ITEM00000176,ORD0003785,PROD00010,5,21479.33,0.15,91287.15
ITEM00000177,ORD0001139,PROD00059,3,12601.2,0.0,37803.6
ITEM00000178,ORD0000102,PROD00086,3,7222.29,0.05,20583.53
ITEM00000179,ORD0001727,PROD00086,2,7222.29,0.05,13722.35
ITEM00000180,ORD0001091,PROD00094,1,30366.64,0.0,30366.64
ITEM00000181,ORD0001573,PROD00003,3,4841.6,0.05,13798.56
ITEM00000182,ORD0003188,PROD00026,5,20955.68,0.05,99539.48
ITEM00000183,ORD0002146,PROD00036,4,25163.54,0.1,90588.74
ITEM00000184,ORD0003060,PROD00082,1,24230.95,0.0,24230.95
ITEM00000185,ORD0000727,PROD00074,5,7552.65,0.0,37763.25
ITEM00000186,ORD0003863,PROD00047,2,19432.07,0.0,38864.14
ITEM00000187,ORD0000016,PROD00032,3,21985.37,0.1,59360.5
ITEM00000188,ORD0002485,PROD00032,4,21985.37,0.05,83544.41
ITEM00000189,ORD0002471,PROD00083,3,996.44,0.1,2690.39
ITEM00000190,ORD0003928,PROD00051,2,26642.17,0.0,53284.34
ITEM00000191,ORD0000974,PROD00033,2,14237.63,0.1,25627.73
ITEM00000192,ORD0002133,PROD00094,4,30366.64,0.05,115393.23
ITEM00000193,ORD0003736,PROD00071,2,10168.48,0.0,20336.96
ITEM00000194,ORD0003490,PROD00019,5,21401.39,0.0,107006.95
ITEM00000195,ORD0001135,PROD00082,5,24230.95,0.05,115097.01
ITEM00000196,ORD0002419,PROD00096,3,8593.11,0.0,25779.33
ITEM00000197,ORD0002700,PROD00026,5,20955.68,0.0,104778.4
ITEM00000198,ORD0002334,PROD00050,4,29435.69,0.1,105968.48
ITEM00000199,ORD0001974,PROD00067,1,9721.17,0.15,8262.99
ITEM00000200,ORD0001696,PROD00045,4,24509.37,0.05,93135.61
ITEM00000201,ORD0000531,PROD00071,2,10168.48,0.0,20336.96
ITEM00000202,ORD0002222,PROD00041,3,31482.01,0.0,94446.03
ITEM00000203,ORD0003745,PROD00093,4,10532.57,0.0,42130.28
ITEM00000204,ORD0000080,PROD00033,3,14237.63,0.0,42712.89
ITEM00000205,ORD0001913,PROD00008,3,37921.27,0.15,96699.24
ITEM00000206,ORD0002941,PROD00052,1,3686.71,0.0,3686.71
ITEM00000207,ORD0004171,PROD00006,5,6374.03,0.15,27089.63
ITEM00000208,ORD0003195,PROD00037,2,10709.86,0.15,18206.76
ITEM00000209,ORD0001635,PROD00046,3,17992.73,0.05,51279.28
ITEM00000210,ORD0001516,PROD00093,2,10532.57,0.15,17905.37
ITEM00000211,ORD0000334,PROD00049,4,36803.75,0.05,139854.25
ITEM00000212,ORD0000162,PROD00077,3,4512.83,0.0,13538.49
ITEM00000213,ORD0003242,PROD00086,3,7222.29,0.0,21666.87
ITEM00000214,ORD0003702,PROD00043,4,1033.45,0.0,4133.8
ITEM00000215,ORD0000742,PROD00032,2,21985.37,0.0,43970.74
ITEM00000216,ORD0001232,PROD00002,5,9793.58,0.05,46519.5
ITEM00000217,ORD0000828,PROD00033,5,14237.63,0.0,71188.15
ITEM00000218,ORD0001456,PROD00031,1,27602.46,0.05,26222.34
ITEM00000219,ORD0000495,PROD00028,2,3343.12,0.0,6686.24
ITEM00000220,ORD0000029,PROD00097,5,31284.13,0.05,148599.62
ITEM00000221,ORD0003250,PROD00010,4,21479.33,0.05,81621.45
ITEM00000222,ORD0001286,PROD00035,4,29473.68,0.0,117894.72
ITEM00000223,ORD0000837,PROD00009,1,28460.8,0.05,27037.76
ITEM00000224,ORD0002212,PROD00093,2,10532.57,0.0,21065.14
ITEM00000225,ORD0004159,PROD00100,2,5870.04,0.0,11740.08
ITEM00000226,ORD0001274,PROD00061,3,29654.17,0.1,80066.26
ITEM00000227,ORD0003098,PROD00052,1,3686.71,0.0,3686.71
ITEM00000228,ORD0002588,PROD00068,3,27586.06,0.0,82758.18
ITEM00000229,ORD0002286,PROD00038,3,11449.14,0.0,34347.42
ITEM00000230,ORD0003367,PROD00017,5,1380.2,0.05,6555.95
ITEM00000231,ORD0004008,PROD00049,3,36803.75,0.1,99370.12
ITEM00000232,ORD0001138,PROD00046,2,17992.73,0.1,32386.91
ITEM00000233,ORD0002383,PROD00065,4,15361.54,0.1,55301.54
ITEM00000234,ORD0002116,PROD00045,3,24509.37,0.1,66175.3
ITEM00000235,ORD0001478,PROD00036,2,25163.54,0.0,50327.08
ITEM00000236,ORD0001642,PROD00072,1,4790.71,0.1,4311.64
ITEM00000237,ORD0003804,PROD00083,3,996.44,0.0,2989.32
ITEM00000238,ORD0003659,PROD00083,2,996.44,0.2,1594.3
ITEM00000239,ORD0000482,PROD00037,3,10709.86,0.15,27310.14
ITEM00000240,ORD0000558,PROD00070,4,2111.98,0.05,8025.52
ITEM00000241,ORD0002217,PROD00043,4,1033.45,0.05,3927.11
ITEM00000242,ORD0003430,PROD00004,2,14185.5,0.05,26952.45
ITEM00000243,ORD0001759,PROD00024,5,21256.79,0.1,95655.56
ITEM00000244,ORD0003735,PROD00057,4,31419.96,0.05,119395.85
ITEM00000245,ORD0001235,PROD00033,2,14237.63,0.05,27051.5
ITEM00000246,ORD0002698,PROD00059,2,12601.2,0.0,25202.4
ITEM00000247,ORD0003401,PROD00045,5,24509.37,0.05,116419.51
ITEM00000248,ORD0001124,PROD00025,1,14036.44,0.0,14036.44
ITEM00000249,ORD0000673,PROD00029,5,11616.0,0.2,46464.0
ITEM00000250,ORD0000448,PROD00097,4,31284.13,0.05,118879.69
ITEM00000251,ORD0003582,PROD00063,3,12483.91,0.0,37451.73
ITEM00000252,ORD0001877,PROD00063,3,12483.91,0.05,35579.14
ITEM00000253,ORD0003986,PROD00089,4,38999.15,0.1,140396.94
ITEM00000254,ORD0003841,PROD00007,2,3268.05,0.05,6209.3
ITEM00000255,ORD0001819,PROD00021,4,22045.15,0.0,88180.6
ITEM00000256,ORD0000264,PROD00070,5,2111.98,0.05,10031.9
ITEM00000257,ORD0003882,PROD00005,1,25505.44,0.0,25505.44
ITEM00000258,ORD0003934,PROD00037,1,10709.86,0.05,10174.37
ITEM00000259,ORD0002217,PROD00036,2,25163.54,0.1,45294.37
ITEM00000260,ORD0000595,PROD00005,2,25505.44,0.1,45909.79
ITEM00000261,ORD0002654,PROD00005,4,25505.44,0.05,96920.67
ITEM00000262,ORD0003957,PROD00006,4,6374.03,0.1,22946.51
ITEM00000263,ORD0001119,PROD00097,4,31284.13,0.0,125136.52
ITEM00000264,ORD0003431,PROD00035,1,29473.68,0.05,28000.0
ITEM00000265,ORD0000479,PROD00073,5,22314.85,0.1,100416.82
ITEM00000266,ORD0002981,PROD00030,2,31849.17,0.05,60513.42
ITEM00000267,ORD0000059,PROD00082,3,24230.95,0.0,72692.85
ITEM00000268,ORD0003658,PROD00007,4,3268.05,0.0,13072.2
ITEM00000269,ORD0002880,PROD00052,2,3686.71,0.1,6636.08
ITEM00000270,ORD0001206,PROD00008,5,37921.27,0.05,180126.03
ITEM00000271,ORD0000162,PROD00003,3,4841.6,0.05,13798.56
ITEM00000272,ORD0002739,PROD00070,2,2111.98,0.0,4223.96
ITEM00000273,ORD0002293,PROD00052,5,3686.71,0.2,14746.84
ITEM00000274,ORD0000777,PROD00083,2,996.44,0.05,1893.24
ITEM00000275,ORD0001500,PROD00064,3,22156.12,0.0,66468.36
ITEM00000276,ORD0001963,PROD00034,1,6989.97,0.0,6989.97
ITEM00000277,ORD0002738,PROD00003,1,4841.6,0.05,4599.52
ITEM00000278,ORD0000676,PROD00015,2,16977.12,0.0,33954.24
ITEM00000279,ORD0000203,PROD00079,2,28032.28,0.05,53261.33
ITEM00000280,ORD0002908,PROD00037,2,10709.86,0.0,21419.72
ITEM00000281,ORD0002773,PROD00026,4,20955.68,0.1,75440.45
ITEM00000282,ORD0002900,PROD00022,1,36913.73,0.1,33222.36
ITEM00000283,ORD0003055,PROD00011,1,39396.81,0.05,37426.97
ITEM00000284,ORD0003517,PROD00068,2,27586.06,0.05,52413.51
ITEM00000285,ORD0002734,PROD00021,3,22045.15,0.1,59521.91
ITEM00000286,ORD0002418,PROD00019,4,21401.39,0.0,85605.56
ITEM00000287,ORD0000795,PROD00051,2,26642.17,0.05,50620.12
ITEM00000288,ORD0002869,PROD00086,3,7222.29,0.0,21666.87
ITEM00000289,ORD0001491,PROD00016,1,39122.87,0.05,37166.73
ITEM00000290,ORD0003202,PROD00035,3,29473.68,0.1,79578.94
ITEM00000291,ORD0000774,PROD00040,1,26930.85,0.15,22891.22
ITEM00000292,ORD0002732,PROD00010,4,21479.33,0.1,77325.59
ITEM00000293,ORD0004129,PROD00093,2,10532.57,0.15,17905.37
ITEM00000294,ORD0002327,PROD00080,2,1983.77,0.0,3967.54
ITEM00000295,ORD0002803,PROD00016,3,39122.87,0.1,105631.75
ITEM00000296,ORD0001061,PROD00099,2,1583.05,0.0,3166.1
ITEM00000297,ORD0003920,PROD00077,3,4512.83,0.05,12861.57
ITEM00000298,ORD0001788,PROD00081,3,11731.11,0.05,33433.66
ITEM00000299,ORD0003878,PROD00048,5,19471.18,0.05,92488.1
ITEM00000300,ORD0002523,PROD00002,2,9793.58,0.0,19587.16
ITEM00000301,ORD0000779,PROD00017,4,1380.2,0.05,5244.76
ITEM00000302,ORD0001160,PROD00079,2,28032.28,0.0,56064.56
ITEM00000303,ORD0000619,PROD00070,2,2111.98,0.05,4012.76
ITEM00000304,ORD0003676,PROD00098,2,11569.88,0.0,23139.76
ITEM00000305,ORD0002724,PROD00099,3,1583.05,0.15,4036.78
ITEM00000306,ORD0002796,PROD00058,4,18182.64,0.05,69094.03
ITEM00000307,ORD0003923,PROD00036,3,25163.54,0.0,75490.62
ITEM00000308,ORD0001486,PROD00020,3,36266.39,0.0,108799.17
ITEM00000309,ORD0000415,PROD00056,5,23188.7,0.05,110146.32
ITEM00000310,ORD0002949,PROD00028,5,3343.12,0.05,15879.82
ITEM00000311,ORD0000451,PROD00039,4,5270.61,0.0,21082.44
ITEM00000312,ORD0004180,PROD00021,3,22045.15,0.1,59521.91
ITEM00000313,ORD0000213,PROD00041,5,31482.01,0.0,157410.05
ITEM00000314,ORD0000738,PROD00034,4,6989.97,0.1,25163.89
ITEM00000315,ORD0003140,PROD00018,4,18573.59,0.05,70579.64
ITEM00000316,ORD0002015,PROD00082,5,24230.95,0.15,102981.54
ITEM00000317,ORD0001923,PROD00090,4,24075.28,0.1,86671.01
ITEM00000318,ORD0001562,PROD00025,5,14036.44,0.05,66673.09
ITEM00000319,ORD0002210,PROD00098,5,11569.88,0.0,57849.4
ITEM00000320,ORD0001113,PROD00052,4,3686.71,0.0,14746.84
ITEM00000321,ORD0002440,PROD00064,2,22156.12,0.05,42096.63
ITEM00000322,ORD0002469,PROD00061,5,29654.17,0.15,126030.22
ITEM00000323,ORD0002581,PROD00009,5,28460.8,0.1,128073.6
ITEM00000324,ORD0002247,PROD00051,3,26642.17,0.0,79926.51
ITEM00000325,ORD0002724,PROD00083,2,996.44,0.05,1893.24
ITEM00000326,ORD0003396,PROD00014,2,32042.32,0.0,64084.64
ITEM00000327,ORD0000487,PROD00091,4,36997.61,0.05,140590.92
ITEM00000328,ORD0001641,PROD00059,5,12601.2,0.15,53555.1
ITEM00000329,ORD0003005,PROD00089,5,38999.15,0.05,185245.96
ITEM00000330,ORD0002722,PROD00024,3,21256.79,0.2,51016.3
ITEM00000331,ORD0003188,PROD00044,4,25709.47,0.05,97695.99
ITEM00000332,ORD0001341,PROD00086,2,7222.29,0.05,13722.35
ITEM00000333,ORD0003589,PROD00010,5,21479.33,0.05,102026.82
ITEM00000334,ORD0002312,PROD00084,4,33636.84,0.05,127819.99
ITEM00000335,ORD0000319,PROD00046,2,17992.73,0.05,34186.19
ITEM00000336,ORD0002148,PROD00003,4,4841.6,0.0,19366.4
ITEM00000337,ORD0001857,PROD00058,2,18182.64,0.0,36365.28
ITEM00000338,ORD0002136,PROD00078,5,4156.2,0.2,16624.8
ITEM00000339,ORD0002508,PROD00060,5,26022.82,0.0,130114.1
ITEM00000340,ORD0003219,PROD00044,2,25709.47,0.1,46277.05
ITEM00000341,ORD0000572,PROD00083,2,996.44,0.0,1992.88
ITEM00000342,ORD0000382,PROD00049,4,36803.75,0.05,139854.25
ITEM00000343,ORD0001150,PROD00070,3,2111.98,0.15,5385.55
ITEM00000344,ORD0000806,PROD00050,1,29435.69,0.0,29435.69
ITEM00000345,ORD0000423,PROD00028,1,3343.12,0.15,2841.65
ITEM00000346,ORD0003888,PROD00063,3,12483.91,0.15,31833.97
ITEM00000347,ORD0002708,PROD00090,5,24075.28,0.05,114357.58
ITEM00000348,ORD0003678,PROD00021,4,22045.15,0.0,88180.6
ITEM00000349,ORD0001868,PROD00058,3,18182.64,0.05,51820.52
ITEM00000350,ORD0001326,PROD00081,4,11731.11,0.0,46924.44
ITEM00000351,ORD0001182,PROD00078,5,4156.2,0.0,20781.0
ITEM00000352,ORD0001515,PROD00003,3,4841.6,0.1,13072.32
ITEM00000353,ORD0000815,PROD00033,2,14237.63,0.1,25627.73
ITEM00000354,ORD0002015,PROD00037,3,10709.86,0.1,28916.62
ITEM00000355,ORD0001137,PROD00060,5,26022.82,0.1,117102.69
ITEM00000356,ORD0003456,PROD00086,5,7222.29,0.1,32500.3
ITEM00000357,ORD0001238,PROD00076,3,8213.19,0.05,23407.59
ITEM00000358,ORD0000624,PROD00060,2,26022.82,0.0,52045.64
ITEM00000359,ORD0000196,PROD00053,1,32924.49,0.15,27985.82
ITEM00000360,ORD0001636,PROD00029,4,11616.0,0.05,44140.8
ITEM00000361,ORD0000623,PROD00024,1,21256.79,0.05,20193.95
ITEM00000362,ORD0003110,PROD00031,4,27602.46,0.0,110409.84
ITEM00000363,ORD0002064,PROD00029,4,11616.0,0.1,41817.6
ITEM00000364,ORD0003153,PROD00032,3,21985.37,0.15,56062.69
ITEM00000365,ORD0000407,PROD00045,1,24509.37,0.0,24509.37
ITEM00000366,ORD0001309,PROD00070,4,2111.98,0.1,7603.13
ITEM00000367,ORD0002977,PROD00071,4,10168.48,0.1,36606.53
ITEM00000368,ORD0002448,PROD00036,2,25163.54,0.15,42778.02
ITEM00000369,ORD0000042,PROD00041,1,31482.01,0.05,29907.91
ITEM00000370,ORD0001502,PROD00075,2,21538.55,0.0,43077.1
ITEM00000371,ORD0000984,PROD00081,4,11731.11,0.2,37539.55
ITEM00000372,ORD0003695,PROD00061,3,29654.17,0.05,84514.38
ITEM00000373,ORD0002986,PROD00082,4,24230.95,0.15,82385.23
ITEM00000374,ORD0003584,PROD00025,1,14036.44,0.1,12632.8
ITEM00000375,ORD0003943,PROD00083,4,996.44,0.0,3985.76
ITEM00000376,ORD0001084,PROD00031,3,27602.46,0.0,82807.38
